customer_id,month,segment,ad_exposure,conversion_lift,optimal_number_of_ads
XGZBPINMCWV,2019-05-01,Segment 3,0,0,0
ZDIICYIKMDD,2019-07-01,Segment 5,3,-0.005339980125427246,2
PXHFWXPAQSD,2019-09-01,Segment 5,0,0,0
CPCBLHXJTGE,2019-10-01,Segment 3,6,0.05868954956531525,7
PTBIYWCEMZG,2019-01-01,Segment 2,0,0,0
KVAOJAUCYDR,2019-01-01,Segment 3,0,0,0
YFQPNYVVIWN,2019-06-01,Segment 3,0,0,0
VEYDRHCDKJI,2019-03-01,Segment 2,0,0,0
RGRYAOWZUBM,2019-06-01,Segment 2,0,0,0
HEWILZEFSTN,2019-05-01,Segment 3,6,0.01722867786884308,13
PIUKEGDGCVP,2019-10-01,Segment 1,0,0,0
UIUOZCADWFJ,2019-01-01,Segment 2,1,0.035414040088653564,2
UTMRNIXDHYZ,2019-05-01,Segment 1,0,0,0
ZAHONSPBBFT,2019-02-01,Segment 2,0,0,0
MMAOPJQXCYG,2019-04-01,Segment 2,0,0,0
FTNJSXABPBE,2019-01-01,Segment 5,0,0,0
AXEWEICWEVH,2019-02-01,Segment 2,0,0,0
FGABEHMHDRR,2019-02-01,Segment 2,2,0.029460936784744263,3
EHQWEZTKZGK,2019-04-01,Segment 3,2,0.021986737847328186,1
GLPWUTLTROH,2019-04-01,Segment 2,0,0,0
IISRADQWJFL,2019-01-01,Segment 2,0,0,0
ZCPIVRFKLXF,2019-04-01,Segment 2,0,0,0
PRXCZTBJESJ,2019-12-01,Segment 3,2,0.018455713987350464,2
LMUUHCFMJUT,2019-10-01,Segment 5,0,0,0
REVYKLNVVVC,2019-02-01,Segment 2,0,0,0
ZSVURINMGUV,2019-06-01,Segment 2,0,0,0
LHADVDNIHET,2019-11-01,Segment 5,0,0,0
PAHWYATFGFH,2019-11-01,Segment 2,0,0,0
UGRWSFXHKKX,2019-05-01,Segment 2,0,0,0
UKPWVRQYJJY,2019-03-01,Segment 2,0,0,0
KJQNLEWAFKW,2019-06-01,Segment 2,0,0,0
SQAYVSMTYVO,2019-04-01,Segment 2,0,0,0
JTVMHFSSHVC,2019-08-01,Segment 2,0,0,0
TEPTCOQDFAM,2019-12-01,Segment 2,1,0.06529579684138298,0
YMRHQSWMJUO,2019-08-01,Segment 3,0,0,0
GPRKYPYVNBT,2019-02-01,Segment 2,0,0,0
ETBHGYRUWFP,2019-08-01,Segment 5,3,0.01636970043182373,2
ICNXMFMXBUB,2019-04-01,Segment 1,0,0,0
EHHFPRRRSIB,2019-07-01,Segment 2,3,0.06451423466205597,3
TUIRLTBYJYL,2019-09-01,Segment 5,1,0.06614349782466888,1
YICSWBEBSNW,2019-01-01,Segment 2,0,0,0
DVAUVXAXICA,2019-04-01,Segment 3,1,0.02189590036869049,1
QRYKALDUKUQ,2019-02-01,Segment 2,0,0,0
YCXTNNXYWGZ,2019-11-01,Segment 4,4,0.03330032527446747,6
GYVTSOMKEPK,2019-10-01,Segment 3,0,0,0
VHSDKFLRYXE,2019-06-01,Segment 2,0,0,0
OYKQQHNTPRG,2019-09-01,Segment 3,0,0,0
DXRLTVGBLFZ,2019-05-01,Segment 2,0,0,0
WVHPKKOKWKG,2019-12-01,Segment 2,1,0.026734143495559692,4
YZANWAWIORD,2019-08-01,Segment 2,0,0,0
UBITZQCDSRF,2019-10-01,Segment 2,0,0,0
ZHGONIHUKRE,2019-08-01,Segment 1,0,0,0
XEFLYRGXAZI,2019-07-01,Segment 3,4,0.03597173094749451,5
YDHXYQPWVVJ,2019-06-01,Segment 3,2,0.004909217357635498,1
IICGDBKJIGL,2019-04-01,Segment 5,1,0.02486880123615265,0
KRGEBWOYGCH,2019-06-01,Segment 2,0,0,0
OYIIQRILUFR,2019-08-01,Segment 2,0,0,0
BHNLUPYNODL,2019-03-01,Segment 4,0,0,0
VWQYNCUNWLV,2019-08-01,Segment 2,2,0.028093606233596802,2
BPLQEBYNYQJ,2019-08-01,Segment 3,2,0.01996523141860962,5
IMDAERDTUUG,2019-06-01,Segment 3,4,0.03163072466850281,5
ZCARZZXKWUZ,2019-12-01,Segment 3,0,0,0
XXPDPLYPNDC,2019-02-01,Segment 4,3,0.10664685070514679,5
ZBPSKLPEFHL,2019-01-01,Segment 3,0,0,0
WDURSMZORYT,2019-12-01,Segment 4,2,0.007579818367958069,2
XJSSQMBIRMW,2019-09-01,Segment 2,0,0,0
ODFELGQMAGO,2019-10-01,Segment 2,0,0,0
VVYXFKAJCTB,2019-12-01,Segment 2,0,0,0
ZCYRZLJAVOL,2019-05-01,Segment 2,0,0,0
OQLCZHUTJNR,2019-11-01,Segment 2,0,0,0
UMZXLGJBXXK,2019-02-01,Segment 2,0,0,0
FJQDTYAAXIE,2019-06-01,Segment 3,2,0.007754459977149963,1
GTHGUMVRIPZ,2019-01-01,Segment 2,0,0,0
VARURVCFPAQ,2019-08-01,Segment 4,0,0,0
HBHUYLPZGUI,2019-02-01,Segment 2,2,0.029625624418258667,4
BESXUJLFSRW,2019-08-01,Segment 3,4,0.09820078313350677,7
KPVNTGNLZQA,2019-07-01,Segment 2,0,0,0
LRUVKLKDCET,2019-05-01,Segment 1,0,0,0
VKFQRJMTLZZ,2019-07-01,Segment 2,0,0,0
LXJLEEYIVDI,2019-09-01,Segment 5,0,0,0
PSFAQOGFPCP,2019-10-01,Segment 1,0,0,0
ZEATNCYEIAU,2019-05-01,Segment 3,0,0,0
EZWTUCJLGGL,2019-02-01,Segment 2,0,0,0
AMWGGXLRXCA,2019-10-01,Segment 2,0,0,0
UNSSESJYFOF,2019-07-01,Segment 3,7,0.0018905699253082275,12
NBYVXDXYWAF,2019-01-01,Segment 2,0,0,0
CEMTBMOPRCV,2019-11-01,Segment 3,0,0,0
GZXAJFQQCZG,2019-03-01,Segment 5,4,0.02666584402322769,1
ONRAUMFBQNP,2019-02-01,Segment 3,3,0.01138123869895935,4
SVIPPYEKKDG,2019-10-01,Segment 3,3,0.09576060622930527,2
DTYUBBRNBCU,2019-11-01,Segment 2,0,0,0
CVWPRLSDOJS,2019-07-01,Segment 2,0,0,0
GOXCGDAEDIL,2019-08-01,Segment 2,0,0,0
FPKICKFFXBQ,2019-01-01,Segment 5,0,0,0
RPBJVKTJVGF,2019-10-01,Segment 4,0,0,0
VZRDUXZHLJL,2019-01-01,Segment 2,0,0,0
GFSAXXYOXLC,2019-05-01,Segment 4,1,0.027348220348358154,0
CVXAGKYFQGE,2019-02-01,Segment 5,4,0.019798338413238525,6
FDKDIURKGXT,2019-12-01,Segment 2,0,0,0
UFJVFCHVPTB,2019-07-01,Segment 2,0,0,0
SUAOAPLDYUO,2019-03-01,Segment 2,0,0,0
QBPVZMFAAIJ,2019-07-01,Segment 3,0,0,0
CWROSUFBDDS,2019-02-01,Segment 3,3,0.10183071345090866,4
DJZPBMUPTFO,2019-03-01,Segment 3,3,0.06817469000816345,2
NFWRAGZGCMV,2019-04-01,Segment 3,6,0.03454703092575073,6
MYCPDNZUBTQ,2019-05-01,Segment 4,1,0.023701027035713196,0
HDGEKSCVMYY,2019-06-01,Segment 3,1,-0.007697969675064087,2
QLSHYUBDNPL,2019-05-01,Segment 5,5,0.021075651049613953,3
DAKSOQVSION,2019-12-01,Segment 2,0,0,0
AGOHLEBGFCD,2019-11-01,Segment 2,1,0.059852808713912964,1
KASXBGNTIHT,2019-03-01,Segment 2,1,0.07294224947690964,0
OPVUQEKAUNY,2019-04-01,Segment 3,6,0.02157600224018097,5
ZAHHVVAERVO,2019-11-01,Segment 4,1,0.011541992425918579,0
LSQQTOGORKN,2019-01-01,Segment 4,0,0,0
CLDVTOALJFK,2019-12-01,Segment 2,0,0,0
MKURHKFHVHN,2019-01-01,Segment 4,0,0,0
NFUEVAVTQPO,2019-07-01,Segment 2,0,0,0
MTSIJWKIFKE,2019-03-01,Segment 2,0,0,0
FAJZMYMJQJC,2019-01-01,Segment 4,0,0,0
ESFKABTGBBI,2019-05-01,Segment 2,0,0,0
DICPQCWUYAB,2019-10-01,Segment 2,0,0,0
PZFOZJKGNAJ,2019-05-01,Segment 2,0,0,0
LPJFGYFCJCJ,2019-05-01,Segment 5,1,0.05439116060733795,0
WITFSTBDMYW,2019-10-01,Segment 2,1,0.044297412037849426,2
KRYFNOROCJS,2019-11-01,Segment 2,0,0,0
BEWZZXBWGNC,2019-09-01,Segment 1,6,9.534507989883423e-4,1
HSHJKLYQSVB,2019-03-01,Segment 1,0,0,0
IVWKHHMYBBZ,2019-07-01,Segment 2,1,0.07126425206661224,2
KNGBJJSVRDU,2019-07-01,Segment 2,0,0,0
NCHHWTCMYFV,2019-07-01,Segment 1,0,0,0
UGTOKKFDLRN,2019-11-01,Segment 5,0,0,0
YRCQHMWGBPJ,2019-03-01,Segment 5,0,0,0
IQHCZURRMYL,2019-01-01,Segment 2,0,0,0
VGNLRNMWZYC,2019-06-01,Segment 2,0,0,0
WJPIWNLHFOV,2019-02-01,Segment 5,0,0,0
GAPRVYTFXUM,2019-02-01,Segment 3,6,0.0318722128868103,2
LXWYKRPWRPF,2019-07-01,Segment 1,0,0,0
NRFMLYIDCVL,2019-08-01,Segment 1,0,0,0
XVNDSRCSLRG,2019-06-01,Segment 2,0,0,0
EGCGIACQLII,2019-12-01,Segment 2,0,0,0
MYNWQBZQKWK,2019-09-01,Segment 1,0,0,0
OFJLNUCSMOA,2019-03-01,Segment 2,0,0,0
WIWTXNNIBBS,2019-01-01,Segment 3,0,0,0
MOEGHLFWYOX,2019-05-01,Segment 4,0,0,0
NXPDWDRLEHN,2019-05-01,Segment 2,0,0,0
GYVOINZZSBE,2019-03-01,Segment 2,0,0,0
IXVSANBIZGS,2019-01-01,Segment 2,3,0.060236379504203796,0
BAPPVVPAXGX,2019-03-01,Segment 1,0,0,0
FMAPVSRMEBR,2019-11-01,Segment 2,0,0,0
IYECXNUDOTJ,2019-07-01,Segment 5,2,0.05793435871601105,0
RNIQUUJRCGX,2019-08-01,Segment 3,0,0,0
QTFMXFVAJGW,2019-08-01,Segment 3,3,-0.0265234112739563,8
WZVASKWFBCF,2019-06-01,Segment 2,0,0,0
YUTJYGNRTGP,2019-06-01,Segment 3,5,0.016229331493377686,5
RMITZWZISRV,2019-07-01,Segment 3,0,0,0
PURHOPNBMXR,2019-12-01,Segment 2,0,0,0
CRAVOKTAACN,2019-10-01,Segment 2,0,0,0
JLFTJCRRHVP,2019-09-01,Segment 2,0,0,0
PYPTPLHUYCE,2019-06-01,Segment 2,0,0,0
CLTHXNGSNKC,2019-03-01,Segment 1,0,0,0
COTOSDJUZMM,2019-07-01,Segment 3,2,0.014425933361053467,1
BOJULOVMMSS,2019-07-01,Segment 2,0,0,0
JGDBYFURMWL,2019-05-01,Segment 2,0,0,0
CAYSRCABSIP,2019-12-01,Segment 2,0,0,0
DMZRKXQSEFM,2019-02-01,Segment 3,5,0.04658116400241852,3
QDZRSGBAUWU,2019-11-01,Segment 2,0,0,0
LDDOTYESCYP,2019-08-01,Segment 1,0,0,0
YNGEWTAGTWQ,2019-11-01,Segment 2,0,0,0
SRDOSGSYVPG,2019-03-01,Segment 4,3,0.032232895493507385,1
HZULUDPGVDD,2019-07-01,Segment 4,0,0,0
CIAKVLOTKOJ,2019-04-01,Segment 4,1,0.03894367814064026,2
JTUIFPYQFGH,2019-07-01,Segment 5,4,0.009697496891021729,4
EKQWEMQPFEK,2019-11-01,Segment 3,4,0.01370859146118164,6
QFFDBPKAQWK,2019-04-01,Segment 3,1,0.012452155351638794,3
YCVMNRBDENP,2019-08-01,Segment 4,0,0,0
LRXULRBWTQF,2019-06-01,Segment 2,0,0,0
SGFKQWKRAOC,2019-09-01,Segment 2,0,0,0
GIVUNVBOASS,2019-08-01,Segment 5,1,0.04895523190498352,0
PTFAIZBOUOH,2019-09-01,Segment 3,0,0,0
VQLEVPDUVLX,2019-06-01,Segment 2,0,0,0
BAOPHSKTCVP,2019-02-01,Segment 3,0,0,0
NIPIMKJNXUI,2019-07-01,Segment 2,8,0.025679081678390503,6
MOWCRPQOGOF,2019-02-01,Segment 3,1,0.01662834733724594,1
KEPYKVDZFLB,2019-10-01,Segment 3,1,0.004515096545219421,1
WQSNHMZQOJR,2019-01-01,Segment 1,0,0,0
QVYLRXUVSUK,2019-11-01,Segment 5,0,0,0
BIGEDNCIZWW,2019-03-01,Segment 2,0,0,0
NOIFBFQDUMK,2019-04-01,Segment 3,0,0,0
HECVGYXQJPE,2019-04-01,Segment 2,0,0,0
KMLAFLONOPJ,2019-06-01,Segment 2,2,0.05675271153450012,2
JCJDMUMNCAV,2019-08-01,Segment 2,0,0,0
EKVVMAHDJWE,2019-09-01,Segment 5,2,0.008527912199497223,1
DNSVRQJDDIT,2019-10-01,Segment 5,0,0,0
SOIRSPNODKI,2019-12-01,Segment 2,0,0,0
ICDTNTJKRZP,2019-05-01,Segment 2,0,0,0
RGJLIMRTXIN,2019-09-01,Segment 5,1,0.025203660130500793,2
XVRFZRLRFHO,2019-08-01,Segment 2,3,0.06511841714382172,4
USMYPKHWAPB,2019-01-01,Segment 3,3,0.060810476541519165,3
PZCSFGKSVLL,2019-06-01,Segment 1,0,0,0
WVVGHLNZFLB,2019-04-01,Segment 3,2,0.05128304660320282,5
AAAULPQPMFR,2019-11-01,Segment 2,0,0,0
CSHFODXGTID,2019-02-01,Segment 1,1,0.016712456941604614,0
YJNJJGFSXOI,2019-10-01,Segment 3,0,0,0
FPWUUUVHJTI,2019-06-01,Segment 5,0,0,0
BGDZCDHIYVC,2019-07-01,Segment 3,0,0,0
MUMLIRNYHFI,2019-12-01,Segment 5,0,0,0
KJDYAJZYVNE,2019-09-01,Segment 1,0,0,0
KUPZOXXWHUB,2019-01-01,Segment 2,0,0,0
QUCKQGTIGBA,2019-01-01,Segment 2,1,0.05102532356977463,0
TQTNAUWQZNZ,2019-06-01,Segment 2,0,0,0
PPHOCEEGLAP,2019-12-01,Segment 3,3,-0.026621773838996887,1
LUAOHQEBCID,2019-08-01,Segment 5,1,0.00806380808353424,1
EXBXHGJGWVE,2019-07-01,Segment 2,0,0,0
HIWVFIIEECO,2019-07-01,Segment 3,0,0,0
WSHFUYRUGKU,2019-04-01,Segment 2,0,0,0
EMPANXXWKLC,2019-03-01,Segment 3,1,0.054666392505168915,2
CNBKQMBNYHB,2019-11-01,Segment 4,3,-0.0041799396276474,1
ZVZOUTBYJMK,2019-04-01,Segment 3,2,0.04265066981315613,1
STVYGIAJIWP,2019-02-01,Segment 2,0,0,0
LVMOJSAEJYE,2019-05-01,Segment 4,0,0,0
CDEVVLMMXZZ,2019-05-01,Segment 3,5,0.025690674781799316,7
CJRWDMEFWYT,2019-07-01,Segment 3,2,0.009466484189033508,1
VXRKKFJVVKG,2019-11-01,Segment 1,0,0,0
JIWUHXXNYAR,2019-11-01,Segment 3,2,-0.009565234184265137,3
LCJCZCNSODW,2019-04-01,Segment 2,0,0,0
EWGIAWBFCQM,2019-10-01,Segment 2,0,0,0
FLKIXYLOXAD,2019-07-01,Segment 2,0,0,0
DSYQHDRANMD,2019-01-01,Segment 3,0,0,0
GHCUGPRLKAX,2019-02-01,Segment 3,3,0.035125866532325745,6
VAWAZNLYYSA,2019-07-01,Segment 4,4,0.014666840434074402,2
EBCHHMKPWIE,2019-05-01,Segment 4,0,0,0
YREPQCTWSEJ,2019-05-01,Segment 2,3,0.04604543745517731,7
ITQXQJTUMOG,2019-10-01,Segment 1,0,0,0
TZEVVPGAKNO,2019-07-01,Segment 5,4,-0.001549839973449707,4
FVFBAJWGJUF,2019-05-01,Segment 2,0,0,0
HOGJXBFLOEG,2019-05-01,Segment 2,0,0,0
UPBMIAMYOZC,2019-03-01,Segment 2,0,0,0
PFHWHYWZXAN,2019-03-01,Segment 2,5,0.03440528362989426,5
XIQQXULMSNY,2019-05-01,Segment 3,0,0,0
NIRBCEEOXSD,2019-03-01,Segment 2,0,0,0
EFRJVFYZNCJ,2019-01-01,Segment 2,0,0,0
GGEEUROVKLS,2019-12-01,Segment 1,0,0,0
IPOQFBNFXHN,2019-04-01,Segment 2,0,0,0
HDALXXIDXCR,2019-10-01,Segment 2,0,0,0
TXFIBVAHEXB,2019-01-01,Segment 5,0,0,0
ZITXNBACLAY,2019-09-01,Segment 2,0,0,0
BCYBUIQAOUL,2019-02-01,Segment 3,4,0.04987296462059021,4
RBMQITOXWYZ,2019-04-01,Segment 3,1,0.013794004917144775,0
THSHTRPGUAY,2019-05-01,Segment 2,0,0,0
JYIHFEEWUGB,2019-07-01,Segment 1,1,0.01897883415222168,0
YYNWDMBZVVG,2019-08-01,Segment 5,1,0.17568805068731308,0
TDRTQIDEZAB,2019-06-01,Segment 1,1,0.007765665650367737,2
GFVQWAKMGCE,2019-11-01,Segment 3,0,0,0
USCDUSGSSBT,2019-02-01,Segment 1,0,0,0
GULPMXCNMZR,2019-11-01,Segment 4,0,0,0
ADAWNZYWDFE,2019-02-01,Segment 1,0,0,0
GQMUIUPLSLM,2019-01-01,Segment 4,1,0.051067471504211426,4
ARMWJAKJXQX,2019-12-01,Segment 3,0,0,0
AQLWYWIPPRI,2019-10-01,Segment 2,0,0,0
KBTJAMMSVEL,2019-03-01,Segment 2,0,0,0
NUHCUMLFSLT,2019-02-01,Segment 5,4,0.015808627009391785,3
BCLMXRZRTIB,2019-09-01,Segment 2,3,0.08884504437446594,2
RKJUJMUAJOR,2019-02-01,Segment 3,4,0.03330862522125244,4
QXSOKNWCFLC,2019-05-01,Segment 1,0,0,0
HYSQCLWGGNM,2019-01-01,Segment 2,0,0,0
WTLVHXYAUUJ,2019-09-01,Segment 2,0,0,0
EDJZIVVBBYL,2019-11-01,Segment 3,2,-0.011442720890045166,4
HDRCSEYJZPX,2019-05-01,Segment 2,0,0,0
YERKXNBSKXT,2019-12-01,Segment 3,4,0.00595305860042572,1
NCVOMHWJHYJ,2019-12-01,Segment 3,0,0,0
OHMBRNGANFJ,2019-02-01,Segment 2,0,0,0
FOBCWAMFLMO,2019-10-01,Segment 3,0,0,0
JCFHIJNEVCX,2019-01-01,Segment 1,0,0,0
XFFHBCSJMLY,2019-08-01,Segment 2,0,0,0
LDJLJUKGJFF,2019-12-01,Segment 4,0,0,0
MWXKLFCOBOZ,2019-06-01,Segment 2,0,0,0
LDHLVLBGQKZ,2019-01-01,Segment 2,0,0,0
BXRTHDFHIXC,2019-07-01,Segment 2,0,0,0
TBSOUFBQXEM,2019-05-01,Segment 2,0,0,0
INLLYPUJWDR,2019-12-01,Segment 5,0,0,0
HXIZQIJAUVT,2019-01-01,Segment 4,0,0,0
CNUSQDOZTJU,2019-08-01,Segment 2,3,0.0573686808347702,4
GWRCIEUVIPO,2019-06-01,Segment 2,0,0,0
BVLMNJIIFWC,2019-05-01,Segment 1,0,0,0
GIQZYGHCEDL,2019-08-01,Segment 5,0,0,0
QQDSFOENQLA,2019-03-01,Segment 5,3,0.020559370517730713,1
HBSQDGXAUYF,2019-06-01,Segment 3,3,0.0015692561864852905,6
YZLPLDLPIVG,2019-10-01,Segment 2,1,0.06484703719615936,2
MRHGBNUFCNT,2019-01-01,Segment 2,0,0,0
ROVADVDOAHQ,2019-10-01,Segment 3,3,0.0030985027551651,5
LBSLCJFWECG,2019-06-01,Segment 2,2,0.05911414325237274,2
IQRBIEMOBLA,2019-07-01,Segment 3,7,-0.013965830206871033,3
KOEOGVAJIMZ,2019-02-01,Segment 4,0,0,0
DQURKKXUYXT,2019-09-01,Segment 2,1,0.07159102708101273,4
IUWIILEBHZV,2019-08-01,Segment 5,4,0.0017540380358695984,3
EFPSLYRYWEQ,2019-07-01,Segment 1,1,0.010591715574264526,2
WBOJULUBHVX,2019-02-01,Segment 2,2,0.07842843979597092,2
UMDKAVZGPAL,2019-06-01,Segment 1,0,0,0
XXVTYBPVWSY,2019-07-01,Segment 1,0,0,0
KFSSGDFVCOL,2019-07-01,Segment 3,0,0,0
UIMBYADVZNR,2019-07-01,Segment 3,4,-0.013354793190956116,4
MZJSDWMDENY,2019-10-01,Segment 3,7,0.013394638895988464,7
ANTJWYMVIXC,2019-01-01,Segment 2,0,0,0
AZSKVWPJTQM,2019-09-01,Segment 3,9,-0.020219847559928894,13
BCAIQCXGJJF,2019-04-01,Segment 5,0,0,0
ILWZGBFVHVS,2019-05-01,Segment 2,1,0.06615923345088959,2
OHOSUBEZFTX,2019-12-01,Segment 3,5,0.10445111989974976,6
GNHCHLMGVVG,2019-01-01,Segment 3,0,0,0
KZOBFYKYFXC,2019-08-01,Segment 2,0,0,0
UZUUBKQULMM,2019-10-01,Segment 4,0,0,0
LCEHAOPHZFO,2019-11-01,Segment 4,0,0,0
AOODCMXWYAW,2019-07-01,Segment 2,0,0,0
IURHXAWMART,2019-01-01,Segment 4,0,0,0
CVWMGJUCOEQ,2019-04-01,Segment 2,0,0,0
KSYGZSNIOQT,2019-12-01,Segment 3,0,0,0
MAAWIIUDNLX,2019-04-01,Segment 4,0,0,0
OVCTGGODUWT,2019-12-01,Segment 3,0,0,0
OCJQBKZJRLF,2019-04-01,Segment 3,1,-0.001837119460105896,0
YMKQNTHEJSB,2019-08-01,Segment 3,2,0.0034224390983581543,0
EIWACCEWQUL,2019-08-01,Segment 2,0,0,0
HJLCKSMSEAJ,2019-02-01,Segment 2,0,0,0
FYXZHXCQMYB,2019-11-01,Segment 3,1,0.07717488706111908,0
AOLZDYCGYDA,2019-09-01,Segment 2,3,0.027826473116874695,4
YBGDWQRPTCS,2019-01-01,Segment 3,1,0.003310456871986389,3
ZXHQORDHDVW,2019-10-01,Segment 2,0,0,0
YWQJHDANEBB,2019-11-01,Segment 1,0,0,0
UWWHZOKZHAA,2019-11-01,Segment 4,0,0,0
GRMTJJSLZVA,2019-03-01,Segment 4,0,0,0
NYNETRVEIIG,2019-10-01,Segment 2,0,0,0
LGAWKLKKZFZ,2019-01-01,Segment 2,0,0,0
BROQNEIWNTB,2019-03-01,Segment 2,0,0,0
WPCVRMJPUCZ,2019-06-01,Segment 4,1,0.047000035643577576,1
EBRDKUCULEY,2019-05-01,Segment 2,0,0,0
OLKFITJNFKF,2019-12-01,Segment 2,0,0,0
NHVJPNJBDIP,2019-05-01,Segment 2,5,0.06295165419578552,4
DXPFXQVFLUN,2019-05-01,Segment 4,4,0.03501640260219574,3
NGASVXFIGGW,2019-11-01,Segment 3,0,0,0
FAJHYNCXCAG,2019-02-01,Segment 2,0,0,0
GPXEQCMIHNJ,2019-08-01,Segment 3,13,0.07008159160614014,10
EKMZARYSJSE,2019-12-01,Segment 2,0,0,0
PRUJXDFTOYF,2019-11-01,Segment 2,0,0,0
RPDULFTHENB,2019-05-01,Segment 3,4,-0.002142012119293213,6
SWZALVWKSBZ,2019-11-01,Segment 1,0,0,0
AOLBDWMMTMY,2019-05-01,Segment 5,3,0.12265096604824066,1
TFHZMJAHSAM,2019-03-01,Segment 2,0,0,0
XEVKAVGZRGC,2019-06-01,Segment 4,1,0.00792953372001648,1
ZOXJGFQCCFA,2019-12-01,Segment 2,0,0,0
YZFNVJWOXBX,2019-02-01,Segment 3,5,0.056923091411590576,4
YCSKNIOPSUE,2019-07-01,Segment 4,2,0.038299039006233215,1
DDZPGHYUKSA,2019-05-01,Segment 3,4,0.03610597550868988,6
LWECXDKEGOB,2019-01-01,Segment 3,5,0.04475294053554535,6
OALIWUXYBST,2019-11-01,Segment 3,1,-0.006002515554428101,0
UDXDFMFVBJG,2019-12-01,Segment 3,1,0.010061725974082947,3
MXRDOMVQKMC,2019-10-01,Segment 2,0,0,0
QZSXHVALDSY,2019-09-01,Segment 5,0,0,0
IZGDRIXBRWL,2019-09-01,Segment 5,3,0.021518126130104065,3
QLTVJELGUWZ,2019-07-01,Segment 3,6,0.0053323060274124146,8
NZKKGSSLARB,2019-02-01,Segment 5,0,0,0
LLXOHCZDFEN,2019-06-01,Segment 2,0,0,0
LOCMCBSOKNH,2019-11-01,Segment 2,0,0,0
YQAKNXCCVWG,2019-01-01,Segment 5,0,0,0
IHKTHKHBQXD,2019-05-01,Segment 1,0,0,0
EFFTDQEQVUX,2019-12-01,Segment 3,2,0.11206620931625366,5
NMSIGXFVYZY,2019-01-01,Segment 2,0,0,0
TCLTWDTFDEQ,2019-07-01,Segment 1,0,0,0
DPJTFVUYPVC,2019-01-01,Segment 4,0,0,0
KOCFFNRCVCF,2019-10-01,Segment 1,0,0,0
ZBJUPEJJGZW,2019-06-01,Segment 3,2,0.021360844373703003,5
VZETNOPTTBI,2019-01-01,Segment 2,1,-0.005105763673782349,3
MOCWNPHTPUK,2019-05-01,Segment 2,0,0,0
SANFZINNNKH,2019-07-01,Segment 2,0,0,0
LRETZAMSSQG,2019-12-01,Segment 2,0,0,0
KNZNJQQPXZH,2019-09-01,Segment 3,5,0.0019820481538772583,8
XCBDRFUDWQX,2019-08-01,Segment 4,0,0,0
RLYNJZDHMHD,2019-05-01,Segment 3,2,0.0033501237630844116,1
OMAHPRYAGLM,2019-04-01,Segment 2,2,0.029747068881988525,1
XIATTLJXHBV,2019-06-01,Segment 4,0,0,0
YPLYGSUWSQA,2019-08-01,Segment 1,1,0.026981376111507416,0
LGTZMPILREL,2019-11-01,Segment 3,2,1.4188885688781738e-4,3
WPRYLCMKGRZ,2019-09-01,Segment 2,2,0.02094338834285736,0
MWDONEYIHYM,2019-01-01,Segment 3,0,0,0
DTUXDIRAZRE,2019-03-01,Segment 2,0,0,0
WKHDZCXKAAK,2019-06-01,Segment 2,5,0.016613736748695374,7
CXOBVJVEHIZ,2019-05-01,Segment 2,0,0,0
WSWJTBRAQDR,2019-03-01,Segment 2,0,0,0
FTTFIPELUFO,2019-02-01,Segment 3,0,0,0
IVFMQEKNOBC,2019-09-01,Segment 3,4,-0.006150171160697937,6
WAAKBLKZYFO,2019-06-01,Segment 5,1,0.009780168533325195,1
JTUQDXWKAXF,2019-02-01,Segment 3,0,0,0
HBYWQAOTBPY,2019-02-01,Segment 4,0,0,0
UEYLSKIMGEO,2019-04-01,Segment 3,14,0.04056443274021149,22
CMMAVUZKZOB,2019-06-01,Segment 2,0,0,0
RIGOUNJNHSX,2019-07-01,Segment 4,2,0.041484661400318146,2
ZOQFCVZJQVL,2019-01-01,Segment 4,0,0,0
GWNXVBARRAE,2019-03-01,Segment 2,0,0,0
SLSDBDUMGAW,2019-06-01,Segment 4,0,0,0
DWZAOPRDMSA,2019-11-01,Segment 2,0,0,0
MDFTDHRVWSK,2019-07-01,Segment 5,0,0,0
MMUUBYXNFOQ,2019-12-01,Segment 2,0,0,0
WTHMEZTWKIF,2019-08-01,Segment 4,0,0,0
RYIMGCFJCHC,2019-02-01,Segment 2,0,0,0
WIOWCBCWDHT,2019-10-01,Segment 3,2,0.03969977796077728,1
ASZTQXOWFBC,2019-01-01,Segment 3,0,0,0
YTTKEWATGAX,2019-08-01,Segment 4,0,0,0
CXWVHXIVZJO,2019-03-01,Segment 2,0,0,0
CBPMZISBDGY,2019-07-01,Segment 5,0,0,0
JSSLMGVLGLT,2019-05-01,Segment 3,8,7.063150405883789e-5,10
ACAQZYHYFYX,2019-10-01,Segment 2,0,0,0
BINAZIBVPKM,2019-12-01,Segment 3,0,0,0
IZXMNTFVXXQ,2019-07-01,Segment 3,2,0.0037529021501541138,0
KYIMYCGDUXK,2019-05-01,Segment 2,0,0,0
MXFUDFPYFJQ,2019-03-01,Segment 2,0,0,0
EPAOFPKYMOP,2019-11-01,Segment 3,0,0,0
AKWRIXYEFMZ,2019-10-01,Segment 2,0,0,0
CYQGLXVTSZQ,2019-01-01,Segment 2,0,0,0
IKYCXQRJOCP,2019-11-01,Segment 2,0,0,0
YIOBZJXUJVN,2019-05-01,Segment 1,0,0,0
VGUUFDVTAQM,2019-02-01,Segment 2,0,0,0
